Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,id,Valid
NASA,USA,1985,19:50:00,Space Shuttle Discovery,STS-51-C,Retired,450,Success,2171,1
RVSN USSR,Russia,1985,19:36:00,Cosmos-3M (11K65M),Cosmos 1627,Retired,,Success,2172,1
RVSN USSR,Russia,1985,21:45:00,Tsyklon-3,Meteor-2 nâ Â­12,Retired,,Success,2173,1
ISAS,Japan,1985,19:26:00,Mu-III S2,Sakigake,Retired,,Success,2174,1
Arianespace,France,1985,23:22:00,Ariane 3,"Arabsat-1A, Brasilsat-A1",Retired,,Success,2175,1
Martin Marietta,USA,1985,,Titan III(34)B Agena-D,Quasar 6,Retired,,Success,2176,1
RVSN USSR,Russia,1985,12:56:00,Cosmos-3M (11K65M),Cosmos 1631,Retired,,Success,2177,1
RVSN USSR,Russia,1985,15:39:00,Tsyklon-3,Cosmos 1633,Retired,,Success,2178,1
General Dynamics,USA,1985,02:00:00,Atlas-E/F OIS,Geosat,Retired,,Success,2179,1
RVSN USSR,Russia,1985,01:09:00,Cosmos-3M (11K65M),Cosmos 1634,Retired,,Success,2180,1
RVSN USSR,Russia,1985,00:08:00,Cosmos-3M (11K65M),Cosmos 1635 to 1642,Retired,,Success,2181,1
General Dynamics,USA,1985,23:55:00,Atlas-G Centaur-D1AR,Intelsat V -510,Retired,,Success,2182,1
NASA,USA,1985,13:59:00,Space Shuttle Discovery,STS-51-D,Retired,450,Success,2183,1
RVSN USSR,Kazakhstan,1985,08:00:00,Zenit-2,EPN 03.0694 nâ Â­1,Retired,,Failure,2184,1
RVSN USSR,Russia,1985,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success,2185,1
RVSN USSR,Kazakhstan,1985,21:40:00,Tsyklon-2,Cosmos 1646,Retired,,Success,2186,1
RVSN USSR,Kazakhstan,1985,,Molniya-M /Block SO-L,Prognoz nâ Â­10,Retired,,Success,2187,1
NASA,USA,1985,16:02:00,Space Shuttle Challenger,STS-51-B,Retired,450,Success,2188,1
Arianespace,France,1985,01:15:00,Ariane 3,"GStar-1, Telecom 1B",Retired,,Success,2189,1
RVSN USSR,Russia,1985,07:40:00,Molniya-M /Block ML,Molniya-3 nâ Â­115,Retired,,Success,2190,1
RVSN USSR,Russia,1985,01:14:00,Cosmos-3M (11K65M),Cosmos 1655,Retired,,Success,2191,1
RVSN USSR,Russia,1985,14:26:00,Molniya-M /Block 2BL,Cosmos 1658,Retired,,Success,2192,1
RVSN USSR,Russia,1985,15:09:00,Molniya-M /Block 2BL,Cosmos 1675,Retired,,Success,2193,1
RVSN USSR,Russia,1985,10:36:00,Tsyklon-3,Cosmos 1660,Retired,,Success,2194,1
NASA,USA,1985,11:33:00,Space Shuttle Discovery,STS-51-G,Retired,450,Success,2195,1
RVSN USSR,Russia,1985,00:40:00,Molniya-M /Block 2BL,Cosmos 1661,Retired,,Success,2196,1
RVSN USSR,Russia,1985,11:30:00,Cosmos-3M (11K65M),Cosmos 1662,Retired,,Success,2197,1
RVSN USSR,Kazakhstan,1985,08:29:00,Zenit-2,EPN 03.0694 nâ Â­2,Retired,,Failure,2198,1
General Dynamics,USA,1985,00:44:00,Atlas-G Centaur-D1AR,Intelsat V -511,Retired,,Success,2199,1
Arianespace,France,1985,11:23:00,Ariane 1,Giotto,Retired,,Success,2200,1
RVSN USSR,Russia,1985,23:40:00,Tsyklon-3,Cosmos 1666,Retired,,Success,2201,1
RVSN USSR,Russia,1985,01:05:00,Molniya-M /Block ML,Molniya-3 nâ Â­116,Retired,,Success,2202,1
NASA,USA,1985,21:00:00,Space Shuttle Challenger,STS-51-F,Retired,450,Success,2203,1
RVSN USSR,Kazakhstan,1985,05:36:00,Tsyklon-2,Cosmos 1670,Retired,,Success,2204,1
RVSN USSR,Russia,1985,11:45:00,Tsyklon-3,Cosmos 1674,Retired,,Success,2205,1
ISAS,Japan,1985,23:33:00,Mu-III S2,Suisei,Retired,,Success,2206,1
RVSN USSR,Russia,1985,19:28:00,Molniya-M /Block ML,Molniya-1 nâ Â­117,Retired,,Success,2207,1
RVSN USSR,Kazakhstan,1985,22:33:00,Tsyklon-2,Cosmos 1677,Retired,,Success,2208,1
NASA,USA,1985,10:58:00,Space Shuttle Discovery,STS-51-I,Retired,450,Success,2209,1
Martin Marietta,USA,1985,21:20:00,Titan 34D,KH-11,Retired,,Failure,2210,1
RVSN USSR,Russia,1985,17:05:00,Cosmos-3M (11K65M),Cosmos 1680,Retired,,Success,2211,1
Arianespace,France,1985,23:26:00,Ariane 3,"ECS 3, Spacenet 3",Retired,,Failure,2212,1
RVSN USSR,Kazakhstan,1985,01:32:00,Tsyklon-2,Cosmos 1682,Retired,,Success,2213,1
RVSN USSR,Russia,1985,01:18:00,Molniya-M /Block 2BL,Cosmos 1684,Retired,,Success,2214,1
General Dynamics,USA,1985,23:17:00,Atlas-G Centaur-D1AR,Intelsat V -512,Retired,,Success,2215,1
RVSN USSR,Russia,1985,19:23:00,Molniya-M /Block 2BL,Cosmos 1687,Retired,,Success,2216,1
RVSN USSR,Russia,1985,09:00:00,Cosmos-3M (11K65M),Cosmos 1688,Retired,,Success,2217,1
RVSN USSR,Kazakhstan,1985,05:48:00,Vostok-2M,Cosmos 1689,Retired,,Success,2218,1
RVSN USSR,Russia,1985,07:33:00,Molniya-M /Block ML,Molniya-3 nâ Â­118,Retired,,Success,2219,1
NASA,USA,1985,15:15:00,Space Shuttle Atlantis,STS-51-J,Retired,450,Success,2220,1
General Dynamics,USA,1985,02:53:00,Atlas-E/F SGS-2,GPS-11,Retired,,Success,2221,1
RVSN USSR,Russia,1985,21:35:00,Tsyklon-3,Cosmos 1690 to 1695,Retired,,Success,2222,1
CASC,China,1985,05:04:00,Long March 2C,FSW-0 No.7,Active,30.8,Success,2223,1
RVSN USSR,Kazakhstan,1985,07:00:00,Zenit-2,Cosmos 1697,Retired,,Success,2224,1
RVSN USSR,Russia,1985,20:24:00,Molniya-M /Block 2BL,Cosmos 1698,Retired,,Success,2225,1
RVSN USSR,Kazakhstan,1985,00:42:00,Molniya-M /Block ML,Molniya-1 nâ Â­119,Retired,,Success,2226,1
RVSN USSR,Russia,1985,17:24:00,Cosmos-3M (11K65M),Parouss nâ Â­50,Retired,,Failure,2227,1
RVSN USSR,Russia,1985,02:30:00,Tsyklon-3,Meteor-3 nâ Â­1,Retired,,Success,2228,1
RVSN USSR,Russia,1985,17:24:00,Molniya-M /Block ML,Molniya-1 nâ Â­120,Retired,,Success,2229,1
NASA,USA,1985,17:00:00,Space Shuttle Challenger,STS-61-A,Retired,450,Success,2230,1
RVSN USSR,Russia,1985,08:25:00,Molniya-M /Block 2BL,Cosmos 1701,Retired,,Success,2231,1
RVSN USSR,Russia,1985,22:20:00,Tsyklon-3,Cosmos 1703,Retired,,Success,2232,1
NASA,USA,1985,00:29:00,Space Shuttle Atlantis,STS-61-B,Retired,450,Success,2233,1
RVSN USSR,Russia,1985,13:12:00,Cosmos-3M (11K65M),Cosmos 1704,Retired,,Success,2234,1
RVSN USSR,Russia,1985,15:51:00,Tsyklon-3,Cosmos 1707,Retired,,Success,2235,1
RVSN USSR,Russia,1985,08:46:00,Cosmos-3M (11K65M),Cosmos 1709,Retired,,Success,2236,1
RVSN USSR,Russia,1985,18:56:00,Molniya-M /Block ML,Molniya-3 nâ Â­121,Retired,,Success,2237,1
RVSN USSR,Russia,1985,01:50:00,Tsyklon-3,Meteor-2 nâ Â­13,Retired,,Success,2238,1
RVSN USSR,Kazakhstan,1985,09:16:00,Zenit-2,Cosmos 1714,Retired,,Partial Failure,2239,1
RVSN USSR,Russia,1986,02:48:00,Cosmos-3M (11K65M),Cosmos 1716 to 1723,Retired,,Success,2240,1
NASA,USA,1986,11:55:00,Space Shuttle Columbia,STS-61-C,Retired,450,Success,2241,1
RVSN USSR,Russia,1986,11:38:00,Cosmos-3M (11K65M),Cosmos 1725,Retired,,Success,2242,1
RVSN USSR,Russia,1986,07:21:00,Tsyklon-3,Cosmos 1726,Retired,,Success,2243,1
RVSN USSR,Russia,1986,18:52:00,Cosmos-3M (11K65M),Cosmos 1727,Retired,,Success,2244,1
NASA,USA,1986,16:38:00,Space Shuttle Challenger,STS-51-L,Retired,450,Failure,2245,1
CASC,China,1986,12:27:00,Long March 3,DFH-2A-T1,Retired,,Success,2246,1
RVSN USSR,Russia,1986,18:11:00,Molniya-M /Block 2BL,Cosmos 1729,Retired,,Success,2247,1
General Dynamics,USA,1986,10:06:00,Atlas-H MSD,NOSS-8,Retired,,Success,2248,1
RVSN USSR,Russia,1986,06:56:00,Tsyklon-3,Cosmos 1732,Retired,,Success,2249,1
MHI,Japan,1986,07:55:00,N-II Star-37E,Yuri 2b,Retired,,Success,2250,1
RVSN USSR,Russia,1986,23:04:00,Tsyklon-3,Cosmos 1733,Retired,,Success,2251,1
Arianespace,France,1986,01:44:00,Ariane 1,SPOT-1 & Viking,Retired,,Success,2252,1
RVSN USSR,Kazakhstan,1986,01:44:00,Tsyklon-2,Cosmos 1735,Retired,,Success,2253,1
RVSN USSR,Kazakhstan,1986,10:05:00,Tsyklon-2,Cosmos 1736,Retired,,Success,2254,1
RVSN USSR,Kazakhstan,1986,19:26:00,Tsyklon-2,Cosmos 1737,Retired,,Success,2255,1
Arianespace,France,1986,23:30:00,Ariane 3,"GStar-2, Brasilsat-A2",Retired,,Success,2256,1
RVSN USSR,Russia,1986,21:02:00,Cosmos-3M (11K65M),Cosmos 1741,Retired,,Success,2257,1
Martin Marietta,USA,1986,18:45:00,Titan 34D,KH-9,Retired,,Failure,2258,1
RVSN USSR,Russia,1986,19:50:00,Molniya-M /Block ML,Molniya-3 nâ Â­122,Retired,,Success,2259,1
RVSN USSR,Russia,1986,04:26:00,Tsyklon-3,Cosmos 1743,Retired,,Success,2260,1
RVSN USSR,Russia,1986,12:54:00,Cosmos-3M (11K65M),Cosmos 1745,Retired,,Success,2261,1
RVSN USSR,Russia,1986,09:29:00,Tsyklon-3,Meteor-2 nâ Â­14,Retired,,Success,2262,1
Arianespace,France,1986,00:53:00,Ariane 2,Intelsat-5A 14,Retired,,Failure,2263,1
RVSN USSR,Russia,1986,03:57:00,Cosmos-3M (11K65M),Cosmos 1748 to 1755,Retired,,Success,2264,1
RVSN USSR,Russia,1986,04:42:00,Tsyklon-3,Cosmos 1758,Retired,,Success,2265,1
RVSN USSR,Russia,1986,20:03:00,Cosmos-3M (11K65M),Cosmos 1759,Retired,,Success,2266,1
RVSN USSR,Russia,1986,21:09:00,Molniya-M /Block ML,Molniya-3 nâ Â­123,Retired,,Success,2267,1
RVSN USSR,Russia,1986,01:16:00,Molniya-M /Block 2BL,Cosmos 1761,Retired,,Success,2268,1
RVSN USSR,Russia,1986,04:21:00,Cosmos-3M (11K65M),Cosmos 1763,Retired,,Partial Failure,2269,1
RVSN USSR,Russia,1986,21:08:00,Tsyklon-3,Cosmos 1766,Retired,,Success,2270,1
RVSN USSR,Kazakhstan,1986,08:30:00,Zenit-2,Cosmos 1767,Retired,,Success,2271,1
RVSN USSR,Russia,1986,15:05:00,Molniya-M /Block ML,Molniya-1 nâ Â­124,Retired,,Success,2272,1
RVSN USSR,Kazakhstan,1986,05:08:00,Tsyklon-2,Cosmos 1769,Retired,,Success,2273,1
MHI,Japan,1986,20:45:00,H-I (9 SO),"Fuji 1a, Jindai & Ajisai",Retired,,Success,2274,1
RVSN USSR,Kazakhstan,1986,12:58:00,Tsyklon-2,Cosmos 1771,Retired,,Success,2275,1
RVSN USSR,Russia,1986,08:02:00,Molniya-M /Block 2BL,Cosmos 1774,Retired,,Success,2276,1
RVSN USSR,Russia,1986,09:00:00,Cosmos-3M (11K65M),Cosmos 1776,Retired,,Success,2277,1
RVSN USSR,Russia,1986,09:12:00,Molniya-M /Block ML,Molniya-1 nâ Â­125,Retired,,Success,2278,1
RVSN USSR,Russia,1986,01:45:00,Cosmos-3M (11K65M),Cosmos 1777,Retired,,Success,2279,1
General Dynamics,USA,1986,15:52:00,Atlas-E/F Star-37S-ISS,NOAA-G,Retired,,Success,2280,1
RVSN USSR,Russia,1986,18:33:00,Tsyklon-3,Cosmos 1782,Retired,,Success,2281,1
RVSN USSR,Russia,1986,13:05:00,Molniya-M /Block 2BL,Cosmos 1783,Retired,,Partial Failure,2282,1
CASC,China,1986,05:40:00,Long March 2C,FSW-0 No.8,Active,30.8,Success,2283,1
RVSN USSR,Russia,1986,05:24:00,Tsyklon-3,Cosmos 1786 to 1791,Retired,,Failure,2284,1
RVSN USSR,Russia,1986,09:29:00,Molniya-M /Block 2BL,Cosmos 1785,Retired,,Success,2285,1
RVSN USSR,Russia,1986,08:49:00,Molniya-M /Block ML,Molniya-3 nâ Â­126,Retired,,Success,2286,1
RVSN USSR,Kazakhstan,1986,08:00:00,Zenit-2,Cosmos 1786 & EPN nâ Â­3,Retired,,Success,2287,1
RVSN USSR,Russia,1986,12:40:00,Cosmos-3M (11K65M),Cosmos 1788,Retired,,Success,2288,1
RVSN USSR,Russia,1986,06:10:00,Cosmos-3M (11K65M),Cosmos 1791,Retired,,Success,2289,1
RVSN USSR,Russia,1986,21:35:00,Molniya-M /Block ML,Molniya-1 nâ Â­127,Retired,,Success,2290,1
RVSN USSR,Russia,1986,12:09:00,Molniya-M /Block 2BL,Cosmos 1793,Retired,,Success,2291,1
RVSN USSR,Russia,1986,02:00:00,Cosmos-3M (11K65M),Cosmos 1794 to 1801,Retired,,Success,2292,1
RVSN USSR,Russia,1986,21:43:00,Cosmos-3M (11K65M),Cosmos 1802,Retired,,Success,2293,1
RVSN USSR,Russia,1986,07:00:00,Tsyklon-3,Cosmos 1803,Retired,,Success,2294,1
General Dynamics,USA,1986,02:30:00,Atlas-G Centaur-D1AR,FLTSATCOM-7,Retired,,Success,2295,1
RVSN USSR,Russia,1986,07:30:00,Tsyklon-3,Cosmos 1805,Retired,,Success,2296,1
RVSN USSR,Russia,1986,18:35:00,Molniya-M /Block 2BL,Cosmos 1806,Retired,,Success,2297,1
RVSN USSR,Russia,1986,17:02:00,Cosmos-3M (11K65M),Cosmos 1808,Retired,,Success,2298,1
RVSN USSR,Russia,1986,,Tsyklon-3,Cosmos 1809,Retired,,Success,2299,1
RVSN USSR,Russia,1986,23:59:00,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success,2300,1
RVSN USSR,Russia,1986,15:25:00,Molniya-M /Block ML,Molniya-1 nâ Â­128,Retired,,Success,2301,1
RVSN USSR,Russia,1987,01:19:00,Tsyklon-3,Meteor-2 nâ Â­15,Retired,,Success,2302,1
RVSN USSR,Russia,1987,09:04:00,Tsyklon-3,Cosmos 1812,Retired,,Success,2303,1
RVSN USSR,Russia,1987,09:10:00,Cosmos-3M (11K65M),Cosmos 1814,Retired,,Success,2304,1
RVSN USSR,Russia,1987,07:00:00,Cosmos-3M (11K65M),Cosmos 1815,Retired,,Success,2305,1
RVSN USSR,Russia,1987,16:06:00,Molniya-M /Block ML,Molniya-3 nâ Â­129,Retired,,Success,2306,1
RVSN USSR,Russia,1987,06:14:00,Cosmos-3M (11K65M),Cosmos 1816,Retired,,Partial Failure,2307,1
RVSN USSR,Kazakhstan,1987,23:30:00,Tsyklon-2,Cosmos 1818,Retired,,Success,2308,1
ISAS,Japan,1987,06:30:00,Mu-III S2,Ginga,Retired,,Success,2309,1
Martin Marietta,USA,1987,00:00:00,Titan III(34)B Agena-D,Quasar 7,Retired,,Success,2310,1
RVSN USSR,Kazakhstan,1987,08:30:00,Zenit-2,Cosmos 1820,Retired,,Success,2311,1
RVSN USSR,Russia,1987,13:53:00,Cosmos-3M (11K65M),Cosmos 1821,Retired,,Success,2312,1
MHI,Japan,1987,01:23:00,N-II,Momo 1a,Retired,,Success,2313,1
RVSN USSR,Russia,1987,04:43:00,Tsyklon-3,Cosmos 1823,Retired,,Success,2314,1
RVSN USSR,Russia,1987,15:02:00,Tsyklon-3,Cosmos 1825,Retired,,Success,2315,1
RVSN USSR,Russia,1987,13:12:00,Tsyklon-3,Cosmos 1827 to 1832,Retired,,Success,2316,1
RVSN USSR,Kazakhstan,1987,08:30:00,Zenit-2,Cosmos 1833,Retired,,Success,2317,1
ISRO,India,1987,06:39:00,ASLV,SROSS-A,Retired,,Failure,2318,1
General Dynamics,USA,1987,21:22:00,Atlas-G Centaur-D1AR,FLTSATCOM-6,Retired,,Failure,2319,1
RVSN USSR,Kazakhstan,1987,03:51:00,Tsyklon-2,Cosmos 1834,Retired,,Success,2320,1
RVSN USSR,Russia,1987,23:59:00,Tsyklon-3,Cosmos 1842,Retired,,Success,2321,1
RVSN USSR,Kazakhstan,1987,05:40:00,Zenit-2,Cosmos 1844,Retired,,Success,2322,1
General Dynamics,USA,1987,15:45:00,Atlas-H MSD,NOSS-9,Retired,,Success,2323,1
RVSN USSR,Kazakhstan,1987,17:30:00,Energiya/Polyus,Polyus Space Station,Retired,"5,000.00",Success,2324,1
RVSN USSR,Russia,1987,18:50:00,Molniya-M /Block 2BL,Cosmos 1849,Retired,,Success,2325,1
RVSN USSR,Russia,1987,14:45:00,Cosmos-3M (11K65M),Cosmos 1850,Retired,,Success,2326,1
RVSN USSR,Russia,1987,07:40:00,Molniya-M /Block 2BL,Cosmos 1851,Retired,,Success,2327,1
RVSN USSR,Russia,1987,17:51:00,Cosmos-3M (11K65M),Cosmos 1852 to 1859,Retired,,Success,2328,1
RVSN USSR,Kazakhstan,1987,21:33:00,Tsyklon-2,Cosmos 1860,Retired,,Success,2329,1
General Dynamics,USA,1987,02:34:00,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F8,Retired,,Success,2330,1
RVSN USSR,Russia,1987,07:37:00,Cosmos-3M (11K65M),Cosmos 1861,Retired,,Success,2331,1
RVSN USSR,Russia,1987,19:35:00,Tsyklon-3,Cosmos 1862,Retired,,Success,2332,1
RVSN USSR,Russia,1987,21:59:00,Cosmos-3M (11K65M),Cosmos 1864,Retired,,Success,2333,1
RVSN USSR,Kazakhstan,1987,15:35:00,Tsyklon-2,Cosmos 1867,Retired,,Success,2334,1
RVSN USSR,Russia,1987,14:00:00,Cosmos-3M (11K65M),Cosmos 1868,Retired,,Success,2335,1
RVSN USSR,Russia,1987,04:25:00,Tsyklon-3,Cosmos 1869,Retired,,Success,2336,1
RVSN USSR,Kazakhstan,1987,03:59:00,Zenit-2,Cosmos 1871,Retired,,Success,2337,1
CASC,China,1987,06:39:00,Long March 2C,FSW-0 No.9,Active,30.8,Success,2338,1
RVSN USSR,Russia,1987,02:26:00,Tsyklon-3,Meteor-2 nâ Â­16,Retired,,Success,2339,1
MHI,Japan,1987,09:20:00,H-I UM-129A (9SO),Kiku 5,Retired,,Success,2340,1
RVSN USSR,Russia,1987,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success,2341,1
RVSN USSR,Kazakhstan,1987,08:20:00,Zenit-2,Cosmos 1873,Retired,,Success,2342,1
RVSN USSR,Russia,1987,23:50:00,Tsyklon-3,Cosmos 1875 to 1880,Retired,,Success,2343,1
CASC,China,1987,07:15:00,Long March 2C,FSW-1 No.1,Active,30.8,Success,2344,1
Arianespace,France,1987,00:45:00,Ariane 3,"Aussat-A3, Eutelsat 1-F4",Retired,,Success,2345,1
RVSN USSR,Kazakhstan,1987,21:48:00,Tsyklon-2,Cosmos 1890,Retired,,Success,2346,1
RVSN USSR,Russia,1987,12:35:00,Cosmos-3M (11K65M),Cosmos 1891,Retired,,Success,2347,1
RVSN USSR,Russia,1987,09:08:00,Tsyklon-3,Cosmos 1892,Retired,,Success,2348,1
Martin Marietta,USA,1987,21:32:00,Titan 34D,USA-27 (KH-11),Retired,,Success,2349,1
Arianespace,France,1987,02:19:00,Ariane 2,TVSAT-1,Retired,,Success,2350,1
Martin Marietta,USA,1987,03:27:00,Titan 34D,DSP-13,Retired,,Success,2351,1
RVSN USSR,Russia,1987,14:15:00,Cosmos-3M (11K65M),Cosmos 1898,Retired,,Success,2352,1
RVSN USSR,Kazakhstan,1987,05:40:00,Tsyklon-2,Cosmos 1900,Retired,,Success,2353,1
RVSN USSR,Russia,1987,13:30:00,Cosmos-3M (11K65M),Cosmos 1902,Retired,,Success,2354,1
RVSN USSR,Russia,1987,,Cosmos-3MRB (65MRB),BOR-4 Shuttle,Retired,,Success,2355,1
RVSN USSR,Russia,1987,22:35:00,Molniya-M /Block 2BL,Cosmos 1903,Retired,,Success,2356,1
RVSN USSR,Russia,1987,20:22:00,Cosmos-3M (11K65M),Cosmos 1904,Retired,,Success,2357,1
RVSN USSR,Russia,1988,03:49:00,Tsyklon-3,Cosmos 1909 to 1914,Retired,,Success,2358,1
RVSN USSR,Russia,1988,10:59:00,Tsyklon-3,Meteor-2 nâ Â­17,Retired,,Success,2359,1
General Dynamics,USA,1988,05:53:00,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F9,Retired,,Success,2360,1
MHI,Japan,1988,10:05:00,H-I UM-129A (9SO),Sakura 3A,Retired,,Success,2361,1
RVSN USSR,Russia,1988,09:31:00,Molniya-M /Block 2BL,Cosmos 1922,Retired,,Success,2362,1
CASC,China,1988,12:41:00,Long March 3,DFH-2A-T2,Retired,,Success,2363,1
RVSN USSR,Russia,1988,00:18:00,Cosmos-3M (11K65M),Cosmos 1924 to 1931,Retired,,Success,2364,1
RVSN USSR,Kazakhstan,1988,06:38:00,Molniya-M /Block ML,Molniya-1 nâ Â­130,Retired,,Success,2365,1
Arianespace,France,1988,23:28:00,Ariane 3,"Spacenet 3R, Telecom 1C",Retired,,Success,2366,1
RVSN USSR,Kazakhstan,1988,14:21:00,Tsyklon-2,Cosmos 1932,Retired,,Success,2367,1
RVSN USSR,Russia,1988,18:49:00,Tsyklon-3,Cosmos 1933,Retired,,Success,2368,1
RVSN USSR,Kazakhstan,1988,06:43:00,Vostok-2M,IRS-1A,Retired,,Success,2369,1
RVSN USSR,Russia,1988,20:55:00,Molniya-M /Block ML,Molniya-1 nâ Â­131,Retired,,Success,2370,1
RVSN USSR,Russia,1988,14:07:00,Cosmos-3M (11K65M),Cosmos 1934,Retired,,Success,2371,1
ASI,Kenya,1988,19:50:00,Scout G1,San Marco 5,Retired,,Success,2372,1
RVSN USSR,Russia,1988,14:31:00,Cosmos-3M (11K65M),Cosmos 1937,Retired,,Success,2373,1
RVSN USSR,Kazakhstan,1988,05:48:00,Vostok-2M,Cosmos 1939,Retired,,Success,2374,1
RVSN USSR,Kazakhstan,1988,09:20:00,Zenit-2,Cosmos 1943,Retired,,Success,2375,1
Arianespace,France,1988,23:58:00,Ariane 2,Intelsat 3AF13,Retired,,Success,2376,1
RVSN USSR,Russia,1988,15:27:00,Molniya-M /Block ML,Molniya-3 nâ Â­132,Retired,,Success,2377,1
RVSN USSR,Kazakhstan,1988,02:49:00,Tsyklon-2,Cosmos 1949,Retired,,Success,2378,1
RVSN USSR,Russia,1988,07:59:00,Tsyklon-3,Cosmos 1950,Retired,,Success,2379,1
RVSN USSR,Russia,1988,07:40:00,Tsyklon-3,Cosmos 1908,Retired,,Success,2380,1
RVSN USSR,Russia,1988,03:17:00,Tsyklon-3,Cosmos 1953,Retired,,Success,2381,1
ESA,France,1988,11:19:00,Ariane 44LP,"Meteosat 3, Panamsat-1, Oscar 13",Retired,,Success,2382,1
RVSN USSR,Russia,1988,16:26:00,Cosmos-3M (11K65M),Cosmos 1954,Retired,,Success,2383,1
RVSN USSR,Russia,1988,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success,2384,1
RVSN USSR,Russia,1988,09:45:00,Tsyklon-3,Okean 1,Retired,,Success,2385,1
RVSN USSR,Russia,1988,11:40:00,Cosmos-3M (11K65M),Cosmos 1958,Retired,,Success,2386,1
RVSN USSR,Russia,1988,22:28:00,Cosmos-3M (11K65M),Cosmos 1959,Retired,,Success,2387,1
Arianespace,France,1988,23:12:00,Ariane 3,"Insat 1C, Eutelsat-1 F5",Retired,,Success,2388,1
RVSN USSR,Russia,1988,05:01:00,Tsyklon-3,Meteor-3 nâ Â­2,Retired,,Success,2389,1
RVSN USSR,Russia,1988,11:20:00,Cosmos-3M (11K65M),Cosmos 1960,Retired,,Success,2390,1
ISRO,India,1988,09:18:00,ASLV,SROSS-B,Retired,,Failure,2391,1
CASC,China,1988,07:29:00,Long March 2C,FSW-1 No.2,Active,30.8,Success,2392,1
RVSN USSR,Russia,1988,14:14:00,Molniya-M /Block 2BL,Cosmos 1966,Retired,,Success,2393,1
Martin Marietta,USA,1988,12:05:00,Titan 34D,USA-31 (Vortex),Retired,,Partial Failure,2394,1
Martin Marietta,USA,1988,09:25:00,Titan II(23)G,USA-32,Retired,35,Success,2395,1
CASC,China,1988,20:30:00,Long March 4A,Fengyun 1A,Retired,,Success,2396,1
Arianespace,France,1988,23:00:00,Ariane 3,"GStar 5, SBS 5",Retired,,Success,2397,1
MHI,Japan,1988,09:59:00,H-I UM-129A (9SO),Sakura 3B,Retired,,Success,2398,1
IAI,Israel,1988,,Shavit,Ofek-1,Retired,,Success,2399,1
General Dynamics,USA,1988,10:02:00,Atlas-E/F Star-37S-ISS,NOAA-H,Retired,,Success,2400,1
RVSN USSR,Russia,1988,09:07:00,Molniya-M /Block ML,Molniya-3 nâ Â­134,Retired,,Success,2401,1
NASA,USA,1988,15:37:00,Space Shuttle Discovery,STS-26R,Retired,450,Success,2402,1
RVSN USSR,Russia,1988,22:23:00,Molniya-M /Block 2BL,Cosmos 1974,Retired,,Success,2403,1
RVSN USSR,Russia,1988,08:01:00,Tsyklon-3,Cosmos 1975,Retired,,Success,2404,1
RVSN USSR,Russia,1988,18:02:00,Molniya-M /Block 2BL,Cosmos 1977,Retired,,Success,2405,1
Arianespace,France,1988,02:17:00,Ariane 2,TDF-1,Retired,,Success,2406,1
Martin Marietta,USA,1988,18:03:00,Titan 34D,USA-33 (KH-11),Retired,,Success,2407,1
RVSN USSR,Kazakhstan,1988,03:00:00,Energiya/Buran,Buran,Retired,"5,000.00",Success,2408,1
RVSN USSR,Kazakhstan,1988,00:12:00,Tsyklon-2,Cosmos 1979,Retired,,Success,2409,1
RVSN USSR,Kazakhstan,1988,14:50:00,Zenit-2,Cosmos 1980,Retired,,Success,2410,1
NASA,USA,1988,14:30:00,Space Shuttle Atlantis,STS-27R,Retired,450,Success,2411,1
Arianespace,France,1988,00:33:00,Ariane 44LP,"Skynet 4B, Astra 1A",Retired,,Success,2412,1
CASC,China,1988,12:40:00,Long March 3,DFH-2A-T3,Retired,,Success,2413,1
RVSN USSR,Russia,1988,14:15:00,Molniya-M /Block ML,Molniya-3 nâ Â­135,Retired,,Success,2414,1
RVSN USSR,Russia,1988,,Tsyklon-3,Cosmos 1985,Retired,,Success,2415,1
RVSN USSR,Russia,1988,05:27:00,Molniya-M /Block ML,Molniya-1 nâ Â­136,Retired,,Success,2416,1
Arianespace,France,1989,01:21:00,Ariane 2,Intelsat-5A 15,Retired,,Success,2417,1
RVSN USSR,Russia,1989,15:13:00,Tsyklon-3,Cosmos 1994 to 1999,Retired,,Success,2418,1
RVSN USSR,Russia,1989,04:21:00,Molniya-M /Block 2BL,Cosmos 2001,Retired,,Success,2419,1
Boeing,USA,1989,18:30:00,Delta II 6925,NAVSTAR II-1 (USA 35),Retired,,Success,2420,1
RVSN USSR,Russia,1989,,Cosmos-3M (11K65M),Cosmos 2002,Retired,,Success,2421,1
RVSN USSR,Kazakhstan,1989,11:00:00,Molniya-M /Block ML,Molniya-1 nâ Â­137,Retired,,Success,2422,1
ISAS,Japan,1989,23:30:00,Mu-III S2,Akebono,Retired,,Success,2423,1
RVSN USSR,Russia,1989,03:28:00,Cosmos-3M (11K65M),Cosmos 2004,Retired,,Success,2424,1
