Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,id,Valid
RVSN USSR,Russia,1989,15:36:00,Cosmos-3M (11K65M),Cosmos 1992,Retired,,Success,2425,1
RVSN USSR,Russia,1989,04:04:00,Tsyklon-3,Meteor-2 nâ Â­18,Retired,,Success,2426,1
Arianespace,France,1989,23:29:00,Ariane 44LP,JCSAT-1 & Meteosat 4,Retired,,Success,2427,1
NASA,USA,1989,14:57:00,Space Shuttle Discovery,STS-29R,Retired,450,Success,2428,1
RVSN USSR,Russia,1989,13:38:00,Cosmos-3M (11K65M),Cosmos 2008 to 2015,Retired,,Success,2429,1
Douglas,USA,1989,21:50:00,Delta 3920-8,Delta Star (USA 36),Retired,,Success,2430,1
Arianespace,France,1989,02:28:00,Ariane 2,TELE-X,Retired,,Success,2431,1
RVSN USSR,Russia,1989,18:36:00,Cosmos-3M (11K65M),Cosmos 2016,Retired,,Success,2432,1
NASA,USA,1989,18:46:00,Space Shuttle Atlantis,STS-30R,Retired,450,Success,2433,1
Martin Marietta,USA,1989,19:47:00,Titan 34D,USA-37 (Vortex),Retired,,Success,2434,1
ISRO,India,1989,01:40:00,ASLV,SROSS C,Retired,,Partial Failure,2435,1
Arianespace,France,1989,22:37:00,Ariane 44L,"Superbird-A, DFS-1",Retired,,Success,2436,1
RVSN USSR,Russia,1989,05:12:00,Cosmos-3M (11K65M),Cosmos 2026,Retired,,Success,2437,1
RVSN USSR,Russia,1989,17:09:00,Molniya-M /Block ML,Molniya-3 nâ Â­138,Retired,,Success,2438,1
RVSN USSR,Russia,1989,10:10:00,Tsyklon-3,Okean 2a,Retired,,Failure,2439,1
Boeing,USA,1989,22:30:00,Delta II 6925,NAVSTAR II-2,Retired,,Success,2440,1
RVSN USSR,Russia,1989,12:30:00,Cosmos-3M (11K65M),Cosmos 2027,Retired,,Success,2441,1
Martin Marietta,USA,1989,13:18:00,Titan IV(402)A,DSP,Retired,,Success,2442,1
RVSN USSR,Russia,1989,15:21:00,Cosmos-3M (11K65M),Nadiezhda nâ Â­4,Retired,,Success,2443,1
Arianespace,France,1989,00:14:00,Ariane 3,Olympus-1,Retired,,Success,2444,1
RVSN USSR,Kazakhstan,1989,00:00:00,Tsyklon-2,Cosmos 2033,Retired,,Success,2445,1
RVSN USSR,Russia,1989,07:48:00,Cosmos-3M (11K65M),Cosmos 2034,Retired,,Success,2446,1
NASA,USA,1989,12:37:00,Space Shuttle Columbia,STS-28R,Retired,450,Success,2447,1
Arianespace,France,1989,23:25:00,Ariane 44LP,"TVSAT-2, Hipparcos",Retired,,Success,2448,1
Boeing,USA,1989,05:58:00,Delta II 6925,NAVSTAR II-3,Retired,,Success,2449,1
Boeing,USA,1989,22:59:00,Delta II 6925,BSB-R1,Retired,,Success,2450,1
RVSN USSR,Russia,1989,00:14:00,Tsyklon-3,Cosmos 2037,Retired,,Success,2451,1
Martin Marietta,USA,1989,05:54:00,Titan 34D,DSCS-II-16 & DSCS-III-A2,Retired,,Success,2452,1
MHI,Japan,1989,19:11:00,H-I UM-129A (6SO),Himawari 4,Retired,,Success,2453,1
Martin Marietta,USA,1989,01:48:00,Titan II(23)G,USA-45,Retired,35,Success,2454,1
RVSN USSR,Russia,1989,09:49:00,Tsyklon-3,Cosmos 2038 to 2043,Retired,,Success,2455,1
General Dynamics,USA,1989,08:56:00,Atlas-G Centaur-D1AR,FLTSATCOM-8,Retired,,Success,2456,1
RVSN USSR,Russia,1989,14:38:00,Molniya-M /Block ML,Molniya-1 nâ Â­139,Retired,,Success,2457,1
RVSN USSR,Kazakhstan,1989,16:20:00,Tsyklon-2,Cosmos 2046,Retired,,Success,2458,1
RVSN USSR,Russia,1989,00:04:00,Tsyklon-3,Intercosmos 24 & Magion 2,Retired,,Success,2459,1
NASA,USA,1989,16:53:00,Space Shuttle Atlantis,STS-34R,Retired,450,Success,2460,1
RVSN USSR,Russia,1989,21:35:00,Tsyklon-3,Meteor-3 nâ Â­3,Retired,,Success,2461,1
Arianespace,France,1989,23:05:00,Ariane 44L,Intelsat 6AF2,Retired,,Success,2462,1
NASA,USA,1989,00:23:00,Space Shuttle Discovery,STS-33R,Retired,450,Success,2463,1
RVSN USSR,Russia,1989,20:35:00,Molniya-M /Block 2BL,Cosmos 2050,Retired,,Success,2464,1
RVSN USSR,Kazakhstan,1989,23:22:00,Tsyklon-2,Cosmos 2051,Retired,,Success,2465,1
RVSN USSR,Russia,1989,10:01:00,Molniya-M /Block ML,Molniya-3 nâ Â­140,Retired,,Success,2466,1
Boeing,USA,1989,18:10:00,Delta II 6925,NAVSTAR II-5,Retired,,Success,2467,1
RVSN USSR,Russia,1989,,Tsyklon-3,Cosmos 2053,Retired,,Success,2468,1
Martin Marietta,USA,1990,00:07:00,Commercial Titan III,Skynet 4A & JCSAT-2,Retired,136.6,Success,2469,1
NASA,USA,1990,12:35:00,Space Shuttle Columbia,STS-32,Retired,450,Success,2470,1
RVSN USSR,Russia,1990,12:52:00,Cosmos-3M (11K65M),Cosmos 2056,Retired,,Success,2471,1
Arianespace,France,1990,01:35:00,Ariane 40,"SPOT-2, Oscar 14-19",Retired,,Success,2472,1
RVSN USSR,Russia,1990,02:51:00,Molniya-M /Block ML,Molniya-3 nâ Â­141,Retired,,Success,2473,1
ISAS,Japan,1990,11:46:00,Mu-III S2,Hiten,Retired,,Success,2474,1
Boeing,USA,1990,22:55:00,Delta II 6925,USA-50 (GPS II-6),Retired,,Success,2475,1
RVSN USSR,Russia,1990,11:20:00,Tsyklon-3,Cosmos 2058,Retired,,Success,2476,1
Boeing,USA,1990,21:56:00,Delta II 6925,USA-64 (GPS II-9),Retired,,Success,2477,1
CASC,China,1990,12:28:00,Long March 3,DFH-2A-T4,Retired,,Success,2478,1
RVSN USSR,Russia,1990,,Cosmos-3M (11K65M),Cosmos 2059,Retired,,Success,2479,1
MHI,Japan,1990,01:33:00,H-I (9 SO),"Orizuru, Fuji 1b & Momo-1b",Retired,,Success,2480,1
MHI,Japan,1990,01:33:00,H-I (9 SO),MOS-1B / Oscar 20 / DEBUT,Retired,,Success,2481,1
Boeing,USA,1990,16:15:00,Delta II 6920-8,LACE / RME,Retired,,Success,2482,1
Arianespace,France,1990,23:17:00,Ariane 44L,"Superbird-B, BS-2X",Retired,,Failure,2483,1
RVSN USSR,Russia,1990,20:59:00,Cosmos-3M (11K65M),Nadiezhda nâ Â­5,Retired,,Success,2484,1
RVSN USSR,Russia,1990,00:55:00,Tsyklon-3,Okean 2,Retired,,Success,2485,1
NASA,USA,1990,07:50:00,Space Shuttle Atlantis,STS-36,Retired,450,Success,2486,1
Martin Marietta,USA,1990,11:52:00,Commercial Titan III,Intelsat 603,Retired,136.6,Failure,2487,1
RVSN USSR,Kazakhstan,1990,15:27:00,Tsyklon-2,Cosmos 2060,Retired,,Success,2488,1
RVSN USSR,Russia,1990,00:25:00,Cosmos-3M (11K65M),Cosmos 2061,Retired,,Success,2489,1
Boeing,USA,1990,02:45:00,Delta II 6925,USA-54 (GPS II-7),Retired,,Success,2490,1
RVSN USSR,Russia,1990,16:40:00,Molniya-M /Block 2BL,Cosmos 2063,Retired,,Success,2491,1
IAI,Israel,1990,,Shavit,Ofek-2,Retired,,Success,2492,1
Northrop,USA,1990,19:10:00,Pegasus,Pegsat & NavySat,Retired,40,Success,2493,1
RVSN USSR,Russia,1990,03:12:00,Cosmos-3M (11K65M),Cosmos 2064 to 2071,Retired,,Success,2494,1
CASC,China,1990,13:30:00,Long March 3,AsiaSat 1,Retired,,Success,2495,1
Lockheed,USA,1990,15:00:00,Atlas-E/F Altair,USA-56/57/58,Retired,,Success,2496,1
Boeing,USA,1990,22:28:00,Delta II 6925-8,Palapa B2R,Retired,,Success,2497,1
RVSN USSR,Russia,1990,18:41:00,Cosmos-3M (11K65M),Cosmos 2074,Retired,,Success,2498,1
NASA,USA,1990,12:33:00,Space Shuttle Discovery,STS-31,Retired,450,Success,2499,1
RVSN USSR,Russia,1990,13:00:00,Cosmos-3M (11K65M),Cosmos 2075,Retired,,Success,2500,1
RVSN USSR,Russia,1990,01:37:00,Molniya-M /Block ML,Molniya-1 nâ Â­142,Retired,,Success,2501,1
RVSN USSR,Russia,1990,11:37:00,Molniya-M /Block 2BL,Cosmos 2076,Retired,,Success,2502,1
RVSN USSR,Kazakhstan,1990,05:14:00,Zenit-2,Cosmos 2082,Retired,,Success,2503,1
Boeing,USA,1990,21:48:00,Delta II 6920-10,ROSAT,Retired,,Success,2504,1
Martin Marietta,USA,1990,05:22:00,Titan IV(405)A,SLDCOM & NOSS 3x,Retired,,Success,2505,1
Boeing,USA,1990,05:52:00,Delta 4925-8,INSAT 1D,Retired,,Success,2506,1
RVSN USSR,Russia,1990,01:07:00,Molniya-M /Block ML,Molniya-3 nâ Â­143,Retired,,Success,2507,1
RVSN USSR,Russia,1990,20:45:00,Molniya-M /Block 2BL,Cosmos 2084,Retired,,Partial Failure,2508,1
Martin Marietta,USA,1990,11:19:00,Commercial Titan III,Intelsat 604,Retired,136.6,Success,2509,1
RVSN USSR,Russia,1990,22:29:00,Tsyklon-3,Meteor-2 nâ Â­19,Retired,,Success,2510,1
CASC,China,1990,00:40:00,Long March 2E,"Optus-B, Badr-1, mass simulator",Retired,,Success,2511,1
Arianespace,France,1990,22:25:00,Ariane 44L,"TDF-2, DFS-2",Retired,,Success,2512,1
RVSN USSR,Russia,1990,18:13:00,Molniya-M /Block 2BL,Cosmos 2087,Retired,,Success,2513,1
General Dynamics,USA,1990,19:21:00,Atlas I,CRRES,Retired,,Success,2514,1
RVSN USSR,Russia,1990,00:06:00,Tsyklon-3,Cosmos 2088,Retired,,Success,2515,1
RVSN USSR,Russia,1990,14:15:00,Tsyklon-3,Cosmos 2090 to 2095,Retired,,Success,2516,1
RVSN USSR,Russia,1990,20:18:00,Molniya-M /Block ML,Molniya-1 nâ Â­144,Retired,,Success,2517,1
RVSN USSR,Kazakhstan,1990,16:17:00,Tsyklon-2,Cosmos 2096,Retired,,Success,2518,1
RVSN USSR,Russia,1990,07:46:00,Molniya-M /Block 2BL,Cosmos 2097,Retired,,Success,2519,1
MHI,Japan,1990,09:05:00,H-I UM-129A (9SO),BS-3A,Retired,,Success,2520,1
MHI,Japan,1990,09:05:00,H-I (9 SO),BS-3A (Yuri-3A),Retired,,Success,2521,1
RVSN USSR,Russia,1990,15:45:00,Cosmos-3M (11K65M),Cosmos 2098,Retired,,Success,2522,1
Arianespace,France,1990,22:46:00,Ariane 44L,"Skynet 4C, Eutelsat 2F1",Retired,,Success,2523,1
CASC,China,1990,00:53:00,Long March 4A,Fengyun-1B,Retired,,Success,2524,1
RVSN USSR,Russia,1990,05:59:00,Cosmos-3M (11K65M),Cosmos 2100,Retired,,Success,2525,1
RVSN USSR,Russia,1990,20:16:00,Molniya-M /Block ML,Molniya-3 nâ Â­145,Retired,,Success,2526,1
RVSN USSR,Russia,1990,07:30:00,Tsyklon-3,Meteor-2 nâ Â­20,Retired,,Success,2527,1
Boeing,USA,1990,05:39:00,Delta II 6925,USA-63 (GPS II-8),Retired,,Success,2528,1
RVSN USSR,Kazakhstan,1990,04:27:00,Zenit-2,Tselina-2 nâ Â­8,Retired,,Failure,2529,1
CASC,China,1990,06:14:00,Long March 2C,FSW-1 No.3,Active,30.8,Success,2530,1
NASA,USA,1990,11:47:00,Space Shuttle Discovery,STS-41,Retired,450,Success,2531,1
Arianespace,France,1990,22:58:00,Ariane 44L,"SBS-6, Galaxy-6",Retired,,Success,2532,1
Boeing,USA,1990,05:39:00,Delta II 6925,Thor 1,Retired,,Success,2533,1
Boeing,USA,1990,23:16:00,Delta II 6925,Inmarsat-2 F1,Retired,,Success,2534,1
Martin Marietta,USA,1990,00:37:00,Titan IV(402)A,DSP,Retired,,Success,2535,1
RVSN USSR,Kazakhstan,1990,06:33:00,Tsyklon-2,Cosmos 2103,Retired,,Success,2536,1
NASA,USA,1990,23:48:00,Space Shuttle Atlantis,STS-38,Retired,450,Success,2537,1
RVSN USSR,Russia,1990,02:33:00,Molniya-M /Block 2BL,Cosmos 2105,Retired,,Success,2538,1
Arianespace,France,1990,23:11:00,Ariane 42P,"Satcom C1, GStar-4",Retired,,Success,2539,1
RVSN USSR,Kazakhstan,1990,,Rokot/Briz K,GVM Demo Flight,Retired,,Success,2540,1
RVSN USSR,Russia,1990,03:51:00,Molniya-M /Block ML,Molniya-1 nâ Â­146,Retired,,Success,2541,1
Boeing,USA,1990,21:39:00,Delta II 7925,USA-66 (GPS IIA-1),Retired,,Success,2542,1
RVSN USSR,Russia,1990,,Tsyklon-3,Cosmos 2106,Retired,,Success,2543,1
General Dynamics,USA,1990,15:57:00,Atlas-E/F Star-37S-ISS,DMSP F-10,Retired,,Success,2544,1
NASA,USA,1990,06:49:00,Space Shuttle Columbia,STS-35,Retired,450,Success,2545,1
RVSN USSR,Kazakhstan,1990,00:48:00,Tsyklon-2,Cosmos 2107,Retired,,Success,2546,1
RVSN USSR,Russia,1990,07:54:00,Cosmos-3M (11K65M),Cosmos 2112,Retired,,Success,2547,1
RVSN USSR,Russia,1990,07:28:00,Tsyklon-3,Cosmos 2114 to 2119,Retired,,Success,2548,1
Boeing,USA,1991,00:53:00,Delta II 7925,NATO 4A,Retired,,Success,2549,1
Arianespace,France,1991,23:10:00,Ariane 44L,"Italsat-1, Eutelsat 2F2",Retired,,Success,2550,1
RVSN USSR,Kazakhstan,1991,11:34:00,Tsyklon-2,Cosmos 2122,Retired,,Success,2551,1
RVSN USSR,Russia,1991,,Cosmos-3M (11K65M),Oscar-21,Retired,,Success,2552,1
RVSN USSR,Russia,1991,02:36:00,Cosmos-3M (11K65M),Cosmos 2123,Retired,,Success,2553,1
RVSN USSR,Russia,1991,02:44:00,Cosmos-3M (11K65M),Cosmos 2125 to 2132,Retired,,Success,2554,1
RVSN USSR,Russia,1991,15:19:00,Molniya-M /Block ML,Molniya-1 nâ Â­147,Retired,,Success,2555,1
RVSN USSR,Russia,1991,04:53:00,Cosmos-3M (11K65M),Cosmos 2135,Retired,,Success,2556,1
Arianespace,France,1991,23:36:00,Ariane 44LP,"Astra 1B, Meteosat 5",Retired,,Success,2557,1
Martin Marietta,USA,1991,12:03:00,Titan IV(403)A,Lacrosse,Retired,,Success,2558,1
Boeing,USA,1991,23:03:00,Delta II 6925,Inmarsat-2 F2,Retired,,Success,2559,1
RVSN USSR,Russia,1991,19:29:00,Cosmos-3M (11K65M),Nadiezhda nâ Â­6,Retired,,Success,2560,1
RVSN USSR,Russia,1991,14:30:00,Cosmos-3M (11K65M),Cosmos 2137,Retired,,Success,2561,1
RVSN USSR,Russia,1991,12:19:00,Molniya-M /Block ML,Molniya-3 nâ Â­148,Retired,,Success,2562,1
Arianespace,France,1991,23:33:00,Ariane 44P,Anik E2,Retired,,Success,2563,1
NASA,USA,1991,14:22:00,Space Shuttle Atlantis,STS-37,Retired,450,Success,2564,1
Boeing,USA,1991,00:09:00,Delta II 7925,ASC-2 (Spacenet F4),Retired,,Success,2565,1
RVSN USSR,Russia,1991,07:21:00,Cosmos-3M (11K65M),Cosmos 2142,Retired,,Success,2566,1
General Dynamics,USA,1991,23:30:00,Atlas I,Yuri 3H,Retired,,Failure,2567,1
RVSN USSR,Russia,1991,01:36:00,Tsyklon-3,Meteor-3 nâ Â­4,Retired,,Success,2568,1
NASA,USA,1991,11:33:00,Space Shuttle Discovery,STS-39,Retired,450,Success,2569,1
General Dynamics,USA,1991,15:52:00,Atlas-E/F Star-37S-ISS,NOAA-D,Retired,,Success,2570,1
RVSN USSR,Russia,1991,21:40:00,Tsyklon-3,Cosmos 2143 to 2148,Retired,,Success,2571,1
Boeing,USA,1991,22:55:00,Delta II 7925,Aurora 2,Retired,,Success,2572,1
RVSN USSR,Russia,1991,09:00:00,Tsyklon-3,Okean 3,Retired,,Success,2573,1
NASA,USA,1991,13:24:00,Space Shuttle Columbia,STS-40,Retired,450,Success,2574,1
RVSN USSR,Russia,1991,05:42:00,Cosmos-3M (11K65M),Cosmos 2150,Retired,,Success,2575,1
RVSN USSR,Russia,1991,15:41:00,Tsyklon-3,Cosmos 2151,Retired,,Success,2576,1
RVSN USSR,Russia,1991,09:09:00,Molniya-M /Block ML,Molniya-1 nâ Â­149,Retired,,Success,2577,1
RVSN USSR,Russia,1991,13:20:00,Cosmos-3M (11K65M),Ta??foun nâ Â­59,Retired,,Failure,2578,1
Boeing,USA,1991,02:32:00,Delta II 7925,USA-71 (GPS IIA-2),Retired,,Success,2579,1
Arianespace,France,1991,01:46:00,Ariane 40,"ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA",Retired,,Success,2580,1
Northrop,USA,1991,17:33:00,Pegasus/HAPS,7 Microsats,Retired,40,Partial Failure,2581,1
RVSN USSR,Russia,1991,11:53:00,Molniya-M /Block ML,Molniya-1 nâ Â­150,Retired,,Success,2582,1
NASA,USA,1991,15:02:00,Space Shuttle Atlantis,STS-43,Retired,450,Success,2583,1
Arianespace,France,1991,23:15:00,Ariane 44L,Intelsat 605,Retired,,Success,2584,1
RVSN USSR,Russia,1991,09:14:00,Tsyklon-3,Meteor-3 nâ Â­5,Retired,,Success,2585,1
RVSN USSR,Russia,1991,12:35:00,Cosmos-3M (11K65M),Cosmos 2154,Retired,,Success,2586,1
MHI,Japan,1991,08:40:00,H-I UM-129A (9SO),BS-3B,Retired,,Success,2587,1
MHI,Japan,1991,08:40:00,H-I (9 SO),BS-3B (Yuri-3B),Retired,,Success,2588,1
RVSN USSR,Kazakhstan,1991,06:48:00,Vostok-2M,IRS-1B,Retired,,Success,2589,1
ISAS,Japan,1991,02:30:00,Mu-III S2,Yohkoh,Retired,,Success,2590,1
RVSN USSR,Kazakhstan,1991,08:58:00,Zenit-2,Tselina-2 nâ Â­9,Retired,,Failure,2591,1
NASA,USA,1991,23:11:00,Space Shuttle Discovery,STS-48,Retired,450,Success,2592,1
RVSN USSR,Russia,1991,20:01:00,Molniya-M /Block ML,Molniya-3 nâ Â­151,Retired,,Success,2593,1
Arianespace,France,1991,23:43:00,Ariane 44P,Anik E1,Retired,,Success,2594,1
RVSN USSR,Russia,1991,07:05:00,Tsyklon-3,Cosmos 2157 to 2162,Retired,,Success,2595,1
RVSN USSR,Russia,1991,14:00:00,Cosmos-3M (11K65M),Cosmos 2164,Retired,,Success,2596,1
Arianespace,France,1991,23:08:00,Ariane 44L,Intelsat 6AF1,Retired,,Success,2597,1
Martin Marietta,USA,1991,07:07:00,Titan IV(403)A,SLDCOM & NOSS 3x,Retired,,Success,2598,1
RVSN USSR,Russia,1991,20:09:00,Tsyklon-3,Cosmos 2165 to 2170,Retired,,Success,2599,1
NASA,USA,1991,23:44:00,Space Shuttle Atlantis,STS-44,Retired,450,Success,2600,1
RVSN USSR,Russia,1991,03:30:00,Cosmos-3M (11K65M),Cosmos 2173,Retired,,Success,2601,1
General Dynamics,USA,1991,13:23:00,Atlas-E/F Star-37S-ISS,DMSP F-11,Retired,,Success,2602,1
General Dynamics,USA,1991,22:47:00,Atlas II,Eutelsat 2F3,Retired,,Success,2603,1
Arianespace,France,1991,22:19:00,Ariane 44L,"Telecom 2A, Inmarsat 2F3",Retired,,Success,2604,1
Yuzhmash,Russia,1991,03:54:00,Tsyklon-3,Intercosmos 25 & Magion 3,Retired,,Success,2605,1
RVSN USSR,Kazakhstan,1991,,Rokot/Briz K,GVM Demo Flight,Retired,,Success,2606,1
CASC,China,1991,12:00:00,Long March 3,DFH-2A-T5,Retired,,Partial Failure,2607,1
NASA,USA,1992,14:52:00,Space Shuttle Discovery,STS-42,Retired,450,Success,2608,1
RVSN USSR,Russia,1992,01:18:00,Molniya-M /Block 2BL,Cosmos 2176,Retired,,Success,2609,1
RVSN USSR,Kazakhstan,1992,18:14:00,Zenit-2,Tselina-2 nâ Â­10,Retired,,Failure,2610,1
General Dynamics,USA,1992,00:41:00,Atlas II,USA-78 (DSCS IIIB-14),Retired,,Success,2611,1
MHI,Japan,1992,01:50:00,H-I (9 SO),JERS 1,Retired,,Success,2612,1
RVSN USSR,Russia,1992,22:05:00,Cosmos-3M (11K65M),Cosmos 2180,Retired,,Success,2613,1
Arianespace,France,1992,23:58:00,Ariane 44L,"Superbird-B1, Arabsat-1C",Retired,,Success,2614,1
VKS RF,Russia,1992,04:27:00,Molniya-M /Block ML,Molniya-1 nâ Â­152,Retired,,Success,2615,1
RVSN USSR,Russia,1992,22:35:00,Cosmos-3M (11K65M),Cosmos 2181,Retired,,Success,2616,1
General Dynamics,USA,1992,00:00:00,Atlas I,Galaxy 5,Retired,,Success,2617,1
Boeing,USA,1992,22:29:00,Delta II 7925,USA-79 (GPS IIA-3),Retired,,Success,2618,1
NASA,USA,1992,13:13:00,Space Shuttle Atlantis,STS-45,Retired,450,Success,2619,1
Boeing,USA,1992,03:20:00,Delta II 7925,USA-80 (GPS IIA-4),Retired,,Success,2620,1
RVSN USSR,Russia,1992,07:17:00,Cosmos-3M (11K65M),Cosmos 2184,Retired,,Success,2621,1
Arianespace,France,1992,23:25:00,Ariane 44L,"Telecom 2B, Inmarsat-2F4",Retired,,Success,2622,1
Martin Marietta,USA,1992,08:53:00,Titan II(23)G,USA-81,Retired,35,Success,2623,1
NASA,USA,1992,23:40:00,Space Shuttle Endeavour,STS-49,Retired,450,Success,2624,1
Boeing,USA,1992,00:40:00,Delta II 7925,Palapa B4,Retired,,Success,2625,1
RVSN USSR,Russia,1992,00:50:00,Cosmos-3M (11K65M),Cosmos 2187 to 2194,Retired,,Success,2626,1
Boeing,USA,1992,16:40:00,Delta II 6920-10,EUVE,Retired,,Success,2627,1
General Dynamics,USA,1992,00:00:00,Atlas IIA,Intelsat K,Retired,,Success,2628,1
NASA,USA,1992,16:12:00,Space Shuttle Columbia,STS-50,Retired,450,Success,2629,1
RVSN USSR,Russia,1992,20:16:00,Cosmos-3M (11K65M),Cosmos 2195,Retired,,Success,2630,1
General Dynamics,USA,1992,21:54:00,Atlas II,USA-82 (DSCS IIIB-12),Retired,,Success,2631,1
Boeing,USA,1992,09:20:00,Delta II 7925,USA-83 (GPS IIA-5),Retired,,Success,2632,1
RVSN USSR,Russia,1992,09:53:00,Molniya-M /Block 2BL,Cosmos 2196,Retired,,Success,2633,1
Arianespace,France,1992,22:42:00,Ariane 44L,"Insat-2A, Eutelsat 2F4",Retired,,Success,2634,1
RVSN USSR,Russia,1992,17:41:00,Tsyklon-3,Cosmos 2197 to 2202,Retired,,Success,2635,1
Boeing,USA,1992,09:20:00,Delta II 7925,Satcom C4,Retired,,Success,2636,1
Boeing,USA,1992,14:26:00,Delta II 6925,GEOTAIL,Retired,,Success,2637,1
NASA,USA,1992,13:56:00,Space Shuttle Atlantis,STS-46,Retired,450,Success,2638,1
VKS RF,Russia,1992,19:30:00,Molniya-M /Block NVL,Molniya-1 nâ Â­153,Retired,,Success,2639,1
CASC,China,1992,08:00:00,Long March 2D,FSW-2 No.1,Active,29.75,Success,2640,1
Arianespace,France,1992,23:04:00,Ariane 42P,"TOPEX/Poseidon, Oscar 23, S80/T",Retired,,Success,2641,1
VKS RF,Russia,1992,05:44:00,Cosmos-3M (11K65M),Cosmos 2208,Retired,,Success,2642,1
CASC,China,1992,23:00:00,Long March 2E,Optus-B1,Retired,,Success,2643,1
General Dynamics,USA,1992,22:40:00,Atlas I,Galaxy 1R,Retired,,Failure,2644,1
Boeing,USA,1992,08:57:00,Delta II 7925,USA-84 (GPS IIA-6),Retired,,Success,2645,1
Arianespace,France,1992,23:04:00,Ariane 44LP,"Hispasat 1A, Satcom C3",Retired,,Success,2646,1
NASA,USA,1992,14:23:00,Space Shuttle Endeavour,STS-47,Retired,450,Success,2647,1
Martin Marietta,USA,1992,17:05:00,Commercial Titan III,Mars Observer,Retired,136.6,Success,2648,1
CASC,China,1992,06:20:00,Long March 2C,"FSW-1 No.4, Freja",Active,30.8,Success,2649,1
Boeing,USA,1992,09:47:00,Delta II 7925,DFS Kopernikus 3,Retired,,Success,2650,1
VKS RF,Russia,1992,19:58:00,Molniya-M /Block ML,Molniya-3 nâ Â­154,Retired,,Success,2651,1
VKS RF,Russia,1992,12:58:00,Tsyklon-3,Cosmos 2211 to 2216,Retired,,Success,2652,1
NASA,USA,1992,17:09:00,Space Shuttle Columbia,STS-52,Retired,450,Success,2653,1
Arianespace,France,1992,00:15:00,Ariane 42P,Galaxy-7,Retired,,Success,2654,1
VKS RF,Russia,1992,10:40:00,Cosmos-3M (11K65M),Cosmos 2218,Retired,,Success,2655,1
VKS RF,Kazakhstan,1992,07:47:00,Zenit-2,Cosmos 2219,Retired,,Success,2656,1
VKS RF,Russia,1992,10:21:00,Molniya-M /Block 2BL,Cosmos 2217,Retired,,Success,2657,1
Boeing,USA,1992,23:54:00,Delta II 7925,USA-85 (GPS IIA-7),Retired,,Success,2658,1
VKS RF,Russia,1992,04:09:00,Tsyklon-3,Cosmos 2221,Retired,,Success,2659,1
VKS RF,Russia,1992,12:18:00,Molniya-M /Block 2BL,Cosmos 2222,Retired,,Success,2660,1
Martin Marietta,USA,1992,21:34:00,Titan IV(404)A,KH-11 Kennen,Retired,,Success,2661,1
Arianespace,France,1992,22:48:00,Ariane 42P,Superbird A1,Retired,,Success,2662,1
VKS RF,Russia,1992,01:57:00,Molniya-M /Block ML,Molniya-3 nâ Â­155,Retired,,Success,2663,1
NASA,USA,1992,13:24:00,Space Shuttle Discovery,STS-53,Retired,450,Success,2664,1
Boeing,USA,1992,22:16:00,Delta II 7925,USA-87 (GPS IIA-8),Retired,,Success,2665,1
CASC,China,1992,11:21:00,Long March 2E,Optus-B2,Retired,,Failure,2666,1
VKS RF,Russia,1992,12:36:00,Tsyklon-3,Cosmos 2226,Retired,,Success,2667,1
VKS RF,Kazakhstan,1992,05:56:00,Zenit-2,Cosmos 2227,Retired,,Success,2668,1
VKS RF,Russia,1992,20:07:00,Tsyklon-3,Cosmos 2228,Retired,,Success,2669,1
VKS RF,Russia,1993,11:10:00,Cosmos-3M (11K65M),Cosmos 2230,Retired,,Success,2670,1
VKS RF,Russia,1993,01:49:00,Molniya-M /Block ML,Molniya-1 nâ Â­156,Retired,,Success,2671,1
NASA,USA,1993,13:59:00,Space Shuttle Endeavour,STS-54,Retired,450,Success,2672,1
VKS RF,Russia,1993,15:55:00,Molniya-M /Block 2BL,Cosmos 2232,Retired,,Success,2673,1
Boeing,USA,1993,02:55:00,Delta II 7925,USA-88 (GPS IIA-9),Retired,,Success,2674,1
VKS RF,Russia,1993,02:56:00,Cosmos-3M (11K65M),Cosmos 2233,Retired,,Success,2675,1
Northrop,USA,1993,14:30:00,Pegasus,SCD-1,Retired,40,Success,2676,1
ISAS,Japan,1993,02:20:00,Mu-III S2,Asuka,Retired,,Success,2677,1
VKS RF,Russia,1993,07:49:00,Tsyklon-3,Cosmos 2242,Retired,,Success,2678,1
MITT,Russia,1993,13:15:00,Start-1,EKA-1,Active,,Success,2679,1
General Dynamics,USA,1993,21:38:00,Atlas I,UHF F1,Retired,,Failure,2680,1
VKS RF,Kazakhstan,1993,02:21:00,Zenit-2,Cosmos 2237,Retired,,Success,2681,1
Boeing,USA,1993,03:09:00,Delta II 7925,USA-90 (GPS IIA-10)/SEDS-1,Retired,,Success,2682,1
VKS RF,Kazakhstan,1993,12:00:00,Tsyklon-2,Cosmos 2238,Retired,,Success,2683,1
VKS RF,Russia,1993,18:57:00,Cosmos-3M (11K65M),Cosmos 2239,Retired,,Success,2684,1
VKS RF,Russia,1993,19:07:00,Molniya-M /Block 2BL,Cosmos 2241,Retired,,Success,2685,1
NASA,USA,1993,05:29:00,Space Shuttle Discovery,STS-56,Retired,450,Success,2686,1
VKS RF,Russia,1993,08:58:00,Molniya-M /Block 2BL,Cosmos 2340,Retired,,Success,2687,1
